C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
1827,"Customer#000001827","JO3ESvF6C,pQ07RfC6HG5MHX",24,34-815-928-1369,800.31,BUILDING,he furiously pending ideas impress against the furiously idle packages. fluffily final f
1828,"Customer#000001828","OHPmiKFwEC,IS16L7dfl8YLZb",13,23-937-592-5811,6673.46,AUTOMOBILE, use carefully permanent requests. furiously express dependencies cajole slyly.
1829,"Customer#000001829","S74Awm,HtA VMhrd,cbqC F,OKGS4k8L0",0,10-582-390-6176,2886.86,BUILDING,"ts dazzle express, pending theodolites. furiously unusual requests solve careful"
1830,"Customer#000001830",OU1wHGuPjfVgAVt1,17,27-148-316-6372,7363.56,AUTOMOBILE,old ideas above the regular dugouts cajole furiously alongside of the fluffily express packages. fluffily final 
1831,"Customer#000001831","oO4,YNyh6,eY8E8 X6KGFGb9wRCTq",13,23-215-897-5399,7448.78,FURNITURE,unusual deposits. slyly final instructions
1832,"Customer#000001832","6LLhR0CCpNIrRLAUjBB,ewOmMNxjKr",10,20-337-677-6483,9640.29,BUILDING,s. slyly unusual deposits grow carefully. slyly special instructions sleep against the blit
1833,"Customer#000001833","hFxnim, 8wlHSEHqqrwCUNPZPr",3,13-425-435-3864,3418.04,BUILDING,ideas integrate quickly; grouches mold furiously; final dependencies sleep blithely. quickly r
1834,"Customer#000001834",sC46WBBkBSxVBHLknkvirJTs,24,34-976-916-8306,2985.37,HOUSEHOLD, bold packages. furiously blithe deposits after the blithely pending theodolites integrate blithely fin
1835,"Customer#000001835","4ven4os,sKi7ToBJm1TeRGSGpVE",7,17-285-512-9067,2081.99,AUTOMOBILE,"ar patterns use blithely along the bold, silent instructions; furiously even foxes"
1836,"Customer#000001836",0D5TcqNbdt49AiM uLn60dFW8D,7,17-927-450-7081,9925.39,FURNITURE,he furiously ironic dependencies detect along the regularly even pack
1837,"Customer#000001837"," 4c,5em2WktxpArg,whVCY",14,24-908-704-5003,-886.94,AUTOMOBILE, final pinto beans wake among the furiously final 
1838,"Customer#000001838",XDlREJYPHX SY8wTgbKi 8,21,31-194-756-6301,7142.14,AUTOMOBILE,al courts use. slyly ironic requests cajole furiously quickly pending excu
1839,"Customer#000001839",bgHjNVvcahRuhocBjYmVcrDYy2PX2,5,15-944-305-1436,3909.79,AUTOMOBILE,fily! slyly express asymptotes was furiously. furiously special dependenc
1840,"Customer#000001840","PedebIgIP,ns,pF1OMzfxGcFXSBWCI7jr",3,13-833-461-5939,6879.93,BUILDING,onic accounts would serve slyly among the deposits. regular accoun
1841,"Customer#000001841",vhfeiAcWcp,10,20-566-527-9390,8053.62,BUILDING,ove the regular foxes wake quickly ironic 
1842,"Customer#000001842",92eOh0JkFx37YBMVd9VHum apdnbg,10,20-148-955-7830,233.23,BUILDING,against the final accounts. carefully ironic requests above the fluffily even platele
1843,"Customer#000001843",WcBZUdkfyAWJ3 2xgpgbcx0pZCp,1,11-977-879-2346,1821.61,HOUSEHOLD,"ecial packages cajole blithely. special accounts haggle. pending, regular requests sleep sly"
1844,"Customer#000001844",",pcCVECYFaTlQrogn4lQaoSH",18,28-705-205-8653,798.99,HOUSEHOLD,iously even deposits affix blithely ironic foxes. final instruc
1845,"Customer#000001845",vjKQrjJDpYR0,10,20-777-704-2095,6567.69,MACHINERY,"kages. quickly regular foxes wake thin, final deposits. somas sleep slyly. furiously special requests "
1846,"Customer#000001846","x,JhoV FbpkN4q6lKTuEU8m6JCiXv4jcY",16,26-860-238-2408,7115.80,BUILDING,to the blithely ironic packages thrash after the packages. carefully final foxes haggle fluffily at the carefully
1847,"Customer#000001847",LZYFU AGV2eqnc0emDnK1rB BKN1B,16,26-677-971-4905,1240.90,MACHINERY,usual ideas engage around the regularly even 
1848,"Customer#000001848",Lrui1cwbRqHEP6aRUM,4,14-161-419-6384,8684.90,HOUSEHOLD, regularly unusual pinto beans cajole. express accounts haggle q
1849,"Customer#000001849",x9OUE5f9C9MYmF6xsRPtBuY5y,22,32-730-179-7629,6259.04,BUILDING, final requests wake quickly regular deposits. slyly unusual reques
1850,"Customer#000001850","u2,iJ R DWiyRAsDvAkohOk2635A cCLg5qAag",10,20-451-644-7838,722.28,BUILDING, express courts engage bravely careful
1851,"Customer#000001851",ESTXjVosVqSxjQEl8yrIjzX,3,13-311-225-1271,4290.76,BUILDING,"ajole slyly about the ironic, regular instructions. final"
1852,"Customer#000001852",go7xSY6QopgMQy7yO,14,24-811-458-3601,7717.57,AUTOMOBILE,s boost above the express theodolites. unusual asymptotes are fluffily reg
1853,"Customer#000001853",ssZIrfUwE6Mv,5,15-442-128-2785,6244.70,FURNITURE,thely ironic excuses. furiously even pinto beans sleep sometimes. pending dependencies sleep
1854,"Customer#000001854","p2nsaYbSAtc0C,1pjyrCruldLFFG2ZT",14,24-654-947-6633,1661.15,BUILDING,sts haggle at the furiously pending id
1855,"Customer#000001855",amja9cNxuLMg4VwnSfQL,13,23-239-487-1955,9936.71,MACHINERY," unusual accounts. final, unusual accounts cajole. excuses along the carefu"
1856,"Customer#000001856",mxwjma6l1tXF6b8l3R4spU eXOftWnabwYZ Olc9,21,31-242-270-7219,2381.48,AUTOMOBILE," even, express foxes integrate fluffily. never unusual deposits breach. packages integrate. quickly "
1857,"Customer#000001857",XpcK6oEKyj19te9QWH6Os7n2Amp,12,22-974-598-1668,5485.71,HOUSEHOLD,according to the carefully final packages. quickly special accounts lose enticingly above the accounts. final 
1858,"Customer#000001858",Iy580GnsCblT,18,28-940-298-3762,5263.13,MACHINERY,g to the even deposits. carefully regular instructions sleep idly slyly even req
1859,"Customer#000001859","f5,23HKU35wpsM3fFHoIgB",1,11-147-516-2776,4508.50,AUTOMOBILE,ly express depths-- quickly final foxes grow-- instructions print. furiously regular foxes integrate never afte
1860,"Customer#000001860",X0xY2DiYDD3,15,25-432-186-2226,4383.03,HOUSEHOLD,tegrate fluffily alongside of the epitaphs. quickly ironic acc
1861,"Customer#000001861","nr3m6226u9EJ,1ZfgO6ZSlLYGIT",15,25-966-583-8374,7584.92,HOUSEHOLD,"ecial, special platelets was blithely express pack"
1862,"Customer#000001862",In2zCzWv3ywIhR4sT3A91o,7,17-972-634-9470,9848.27,MACHINERY,yly after the final accounts. fluffily regular asymptotes
1863,"Customer#000001863",HLbudLhxyMTUYgwDBHL7jyjh5pRjx,16,26-777-313-6429,1024.85,FURNITURE,"requests. slyly regular courts detect excuses. regular, ironic requests haggle. carefully "
1864,"Customer#000001864",27qybTQHRT4YWU tPzKFn3ACKIJmO2uP4mX5,22,32-582-138-8697,7669.96,FURNITURE, accounts. slyly special instructions from the s
1865,"Customer#000001865","0w5I8RMm,S5i,RumuA VT",14,24-208-401-3922,9112.90,BUILDING,ending platelets. quickly regular asymp
1866,"Customer#000001866",QNbhMG kLnfcIFiKwF1dFPX,6,16-520-541-7567,5563.66,HOUSEHOLD,"slyly special requests are around the final, final excuses? blithely final deposits snooze among the ironi"
1867,"Customer#000001867",UYKoZ27FsleatRoxlCz4tm,1,11-951-119-6203,6470.11,MACHINERY,y alongside of the final dependencies. carefully regular asymptotes hag
1868,"Customer#000001868",HnrxXZvGqJkQrlwxpe0tVCh5BM1anOynpa,2,12-347-925-5872,6150.48,MACHINERY,"unts. blithely even dependencies after the instructions are against the ironic, even asymptotes; blithely un"
1869,"Customer#000001869",Kcsx3ShkP2BbwUTUs6N4z6dX0gjNk2PmvAwR,6,16-750-945-2045,2181.16,BUILDING,otes nag blithely. fluffily even dinos wake car
1870,"Customer#000001870","JqkRcp0QGcg,UH9",1,11-950-597-6395,4739.19,BUILDING,uthlessly ironic warhorses wake. dependencies
1871,"Customer#000001871",1pYJks3SWS8 GR82,15,25-329-168-1291,9528.08,AUTOMOBILE,"ites sleep slyly against the furiously final pinto beans. special, regular deposits poac"
1872,"Customer#000001872",p7jLo1EVGOEKFPhRv75uWuZOhvXFtDd7QT,22,32-985-585-5168,9479.72,FURNITURE,ickly. quickly final platelets during the fluffily pending platelets boost slyly requests. carefu
1873,"Customer#000001873",MwGwVUrG2s iHs3kR0OzD7TzEEJrBcQFQW0,3,13-581-396-9191,-201.93,BUILDING,furiously about the furiously regular foxes-- fluffil
1874,"Customer#000001874",o5ji4JIFhxj,17,27-133-279-5869,3121.93,FURNITURE,gle carefully furiously even excuses. bold requests sle
1875,"Customer#000001875","pIv8 Fdc,NwXpwL1rwYdg0",10,20-222-437-7307,9319.39,MACHINERY,"the blithely ironic pinto beans. regular, final deposits within the slyly bold instructions cajole across the final "
1876,"Customer#000001876",C6zyMphuLC6h,7,17-965-399-4552,90.46,FURNITURE, detect about the accounts. quickly bol
1877,"Customer#000001877",RZ9tOu0oDIUz T57tf9,23,33-986-738-5501,341.10,MACHINERY," final deposits are among the express, ironic ideas. special pinto beans poach about the re"
1878,"Customer#000001878",nhAz1wQOgCmVEsK3cs2eW7yTyPxh,6,16-201-771-9025,-120.65,MACHINERY," slow, express deposits about the fluffily unusual deposits use according to the fluffily ex"
1879,"Customer#000001879",ozjRZ PL8CeFXcJD RdalpcRWAkhMkaGOW,17,27-652-714-8086,5163.22,HOUSEHOLD,its sleep furiously blithely even warhorses. blithely final theodolites detect carefully final foxes. even d
1880,"Customer#000001880","g9J04Zg,lp514p",16,26-331-549-2024,8247.29,HOUSEHOLD,"y instructions according to the blithely express pinto beans are final, express acco"
1881,"Customer#000001881","NCSY8ahNpKEYVvsLnkQ2n7GT,5Hr2XegmQy",18,28-135-437-2467,-780.99,HOUSEHOLD,"aves. bold, ironic deposits are carefully. express ideas ca"
1882,"Customer#000001882",7XOr6MyL M nW7Ht9FSl,3,13-454-520-9987,5785.07,HOUSEHOLD,slyly busy requests. bold accounts sleep furiously. pending requests 
1883,"Customer#000001883",xtlbUqVWLfvAE5XaGPGKePP,18,28-359-399-4989,9692.28,MACHINERY,tions. express theodolites boost. slyly busy packages wake blithely expres
1884,"Customer#000001884",8lHPSItzAJ0Pe48zXUdfzFb,0,10-570-500-9765,8261.18,HOUSEHOLD,c excuses haggle slyly even accounts. even packages against the furious
1885,"Customer#000001885",5OM7jAgvBvoAWqPbIllc0Y9SSBY,8,18-986-991-1839,1642.14,MACHINERY,"ructions according to the even, final warthogs "
1886,"Customer#000001886",AmDTHDF2IbH9anxg6SF8QD,13,23-315-177-8462,9333.99,FURNITURE,"n requests: fluffily special platelets haggle. deposits are slyly ironic, regular accounts. fluffi"
1887,"Customer#000001887",mRGWYuaeT4imvf8,10,20-704-266-2935,3370.69,AUTOMOBILE,ideas cajole furiously against the furiously pending requests. slyly regular courts
1888,"Customer#000001888",YBzKdnUaL31ivYu84QxAStfRmH8InZMq6e3M3xSG,5,15-757-359-6861,-861.72,AUTOMOBILE,kages. pending accounts wake carefully above the slyly final theodolites? accounts haggle arou
1889,"Customer#000001889",REW7rSuH20,24,34-941-762-4541,1977.38,FURNITURE,regular accounts wake furiously final grouches-- regular courts sleep fluffily about the care
1890,"Customer#000001890",bwuscf2jea76LDL3XlJtOP,9,19-980-717-9488,704.54,BUILDING, regular decoys are always carefully special packages. fluffily bold dolphins affix fluffily. pending accoun
1891,"Customer#000001891","vNJjDAYc l6K18m3ZR,",9,19-323-409-2180,3069.79,HOUSEHOLD,lar accounts. fluffily final asymptotes sleep blithely final packages. regular theodolites cajole carefully. regu
1892,"Customer#000001892","fEWpF8UaZ,rFzuv2pqChn0 35oyq FhCXP03zG",14,24-677-485-8489,1917.06,AUTOMOBILE,ans. quickly final ideas cajole furiously. fluffily regular ideas are fluffily blithel
1893,"Customer#000001893",Jlo9 cILmrr,1,11-796-419-9244,9971.58,HOUSEHOLD," along the even, even notornis-- quickly spe"
1894,"Customer#000001894",40gidHQ0DOJvkPg,12,22-832-993-2803,5415.55,BUILDING,nusual ideas. regular deposits about the furiously bold theodolites haggle among the closely ironic w
1895,"Customer#000001895","cqwW5Nk,Wd4OFN4hE7",12,22-350-120-2910,3216.87,HOUSEHOLD,"en, unusual asymptotes. always bold packages alongside of the special pla"
1896,"Customer#000001896",Xa3UJ4RLK7DC74gDtUHEfcmBd2jCdh,16,26-210-412-7721,9849.67,MACHINERY,ntegrate carefully. fluffily even excuses with the carefully silent de
1897,"Customer#000001897",QIsP6i77xSSUajoGfzkiNaEOimVg0TCtd,8,18-397-783-2293,2415.01,BUILDING,ng accounts; pending ideas after the final packages ha
1898,"Customer#000001898","ugVX,vUXBkbBs21QkHzEz,idswYLRChLCOu ,P",16,26-214-695-2065,7975.89,MACHINERY,. quiet platelets hang stealthily ironic deposits-- slyly final d
1899,"Customer#000001899","4xaP,FCPQr13td",10,20-243-672-4974,2869.40,MACHINERY,haggle carefully slyly final deposits. ironic pac
1900,"Customer#000001900",GLTSE72Sqj6 bFNUeS2zDyDR4D3vgCe,21,31-565-138-3230,-57.96,MACHINERY,slyly pending courts after the carefully even instructions could hav
1901,"Customer#000001901","8h5wrj4l767BrIJprTEsk0 xV ,hR3Q",24,34-736-824-5989,2749.93,FURNITURE, above the furiously bold court
1902,"Customer#000001902",0Yr55rlLKmrncZmAyrxBAMm7lSmRIZb6KtVYI,3,13-815-127-1409,5019.36,BUILDING,quests. carefully ironic accounts wake slyly carefully ir
1903,"Customer#000001903",Ddx0wm84iD3sHVvjpVGJFKcPdfuUZ6M6QB,15,25-489-905-9207,-679.30,FURNITURE,"nic, even platelets sleep furiously instructions. furiou"
1904,"Customer#000001904",ByK2vRDBi9YfLwPdbMu5uhS3jo4dDrCRV,24,34-565-694-9621,9913.42,BUILDING,uses. ironic excuses sublate after the quickly express
1905,"Customer#000001905",crub2NLQyj 2ukym2PsIEXkAEBb4w9YZ2F3Gcy,19,29-697-760-7269,6862.64,BUILDING,. final asymptotes cajole slyly bold deposits? doggedly ironic requests haggle?
1906,"Customer#000001906",CptwsgbM8gRS1FJWDOhvrx2gY7,5,15-956-730-8661,3448.10,MACHINERY, even requests use according to the slyly regular ideas. ideas cajole furiously. quickly ironic 
1907,"Customer#000001907",5HBuYum52L86jbOS7K3soUWbpB4ru,24,34-755-117-7537,2145.93,HOUSEHOLD,"fluffily silent theodolites. bold, ironic accounts integrate carefully special requests. blithely ironic theodolites"
1908,"Customer#000001908",N7UFEgPIZZhq,17,27-275-292-5975,6551.65,HOUSEHOLD, regular accounts sleep fluffily furiously ironic theodolit
1909,"Customer#000001909",w ac4prUGm,19,29-108-892-4321,1605.61,HOUSEHOLD,y unusual courts kindle dependencies. final accounts haggle 
1910,"Customer#000001910","gaRu,,M,wYBlxd ",5,15-112-377-2843,475.44,FURNITURE,sual packages would are furious
1911,"Customer#000001911",mRGcuFcffluo,1,11-369-744-8780,2601.29,HOUSEHOLD,to the carefully final deposits. slyly unusual theodolites detect. regular 
1912,"Customer#000001912",",qjthdVjnBDVqIOt8rSscRbRuUb6xC7Vvv 8fmP",20,30-784-527-9935,3886.95,FURNITURE,re fluffily special requests. theodolites among the boldly even packages dazzle against the ironic ex
1913,"Customer#000001913",Y2QT3tHsN0iQtd0Id,8,18-831-659-1744,8031.55,BUILDING,"g to the fluffily final accounts ought to lose unusual, ironic accounts. slyly final deposits will x"
1914,"Customer#000001914",iAoQfLYDacw NbZoijdaSP04G,6,16-458-421-7729,3308.34,FURNITURE,ackages nag. blithely regular multipliers are. deposits haggle closely 
1915,"Customer#000001915","meyaPruBxVxX0,d6umhv7YWz5Z7Kl",16,26-683-446-1665,7268.98,AUTOMOBILE,"efully according to the ruthless, ironic accounts. furiously ironic requests cajole. carefully enticing"
1916,"Customer#000001916",IlkoNN3h5gtwT2ng,5,15-662-459-4512,1768.76,HOUSEHOLD," final requests run carefully after the instructions. regular, final "
1917,"Customer#000001917",L14UMCaEg0j8xFiSrayrj4tyD3,7,17-940-989-5599,3470.08,AUTOMOBILE,thrash carefully. slyly bold packages sleep against the blithely special instructions. even requests cajole abo
1918,"Customer#000001918","p9pMyTeP2pw7KyNccs30JB6w7Jc B,x6aHDA",9,19-987-388-4413,8539.61,MACHINERY,refully. blithely final deposits nag car
1919,"Customer#000001919",GDL9O9ta38j,18,28-664-832-4585,6262.18,HOUSEHOLD,dencies cajole around the idea
1920,"Customer#000001920","mwvE9w8EgKtHTxWOIzK,RJhcynLC",8,18-810-300-8541,9476.97,MACHINERY,"s. slyly regular sentiments among the regular, ironic deposits "
1921,"Customer#000001921",SqmUhy9FJGrpJZETqpanXqzpGVuV 3GoaVi,18,28-644-770-2274,8509.33,BUILDING,arefully bold accounts nag slyly across the car
1922,"Customer#000001922","Be3fZQsKoy9HZkffiXqeJZod51L0r,Jo3y",9,19-532-924-9245,3398.55,MACHINERY,s promise after the special deposits. quickly even deposits among the blithely express
1923,"Customer#000001923",FUq5cHwtrzwbPy0C1TPRfpL StCRwl7wQBBut4Hw,23,33-781-817-1440,5376.70,HOUSEHOLD,"c accounts detect requests. final, special dep"
1924,"Customer#000001924","JDO,2vhch2yD3JL",4,14-472-427-4447,-851.49,AUTOMOBILE,nod carefully slyly ironic deposits. regular 
1925,"Customer#000001925","B1SE,L 5M9idRJUqD",0,10-814-492-1424,8891.65,HOUSEHOLD,special pinto beans nag furiously above the carefully regula
1926,"Customer#000001926",ne9x6o7qYE0,7,17-203-685-7821,4968.09,AUTOMOBILE,y regular instructions. furious
1927,"Customer#000001927",6WszyRJA0cR2OPJZiM8GiLI9cUvyeb4cC5,1,11-876-774-5282,6756.49,AUTOMOBILE,ounts. regular deposits cajole quickly express deposits. packages haggle slyly among the carefully b
1928,"Customer#000001928","pM,Ywbz6RT",12,22-812-639-3782,1391.69,MACHINERY,es. blithely ironic ideas are stealthily with the 
1929,"Customer#000001929",JEjAotxMbIGBbVJs6qYLw7ihe55NH,20,30-949-561-2278,2157.13,AUTOMOBILE,ully even pinto beans sleep carefully about the blithely regular dinos. regular pint
1930,"Customer#000001930",HhnUfJtDfxyynbgdOKip7iN6aj4PZWDkmrHQ,18,28-793-928-3242,7909.13,HOUSEHOLD,carefully doggedly ironic deposits. slyly ironic theodolites according to the quickly bold ideas cajole
1931,"Customer#000001931","o6PdaAtRHMw5jiUlfdiP4,QiplC4vzB4QPPy3bt",19,29-893-435-8218,2762.06,BUILDING,"es against the blithely ironic dolphins cajole after the special, ironic forges. fluffily express dependencies "
1932,"Customer#000001932",6JpJGn3p B9s2KuyZHEiiXry5DEQnmA,15,25-252-625-7296,-55.92,FURNITURE,"unts cajole according to the ironic, ironic requests. even, unusual deposits use even f"
1933,"Customer#000001933",ikM17Hk7ZxwPaQZp0zH,0,10-484-847-9516,4003.10,HOUSEHOLD,egular packages. quickly even dolphins nod about the carefully ev
1934,"Customer#000001934",amD3wStjopAa7wYJTHUWWN VI92V,10,20-656-890-6862,2038.31,HOUSEHOLD,"ld depths. dependencies cajole quickly regular packages. ironic, ironic dinos nag across "
1935,"Customer#000001935",Z8v52npJPJ5774oqzkCv05x,9,19-674-562-9631,1775.61,HOUSEHOLD,ate. deposits print furiously special dolphins. platelets believe slyly stealthy packages. carefully b
1936,"Customer#000001936",ckxY4NDZSSqo,0,10-714-881-1338,8592.20,HOUSEHOLD, ironic pinto beans wake furiously regular packages. silent pinto beans across the slyly bold platelets nag fluf
1937,"Customer#000001937",F3hwG9CqvBLZv54XV,3,13-166-456-2309,-866.47,FURNITURE,totes use sometimes instructions. dogged ideas about the slyly regular platelets nag qu
1938,"Customer#000001938",jAQ18mPnuq1SQ0uvD50Kk5c7,10,20-789-331-1347,-894.49,AUTOMOBILE,y express excuses are carefully regularly ironic accounts.
1939,"Customer#000001939","9pm2goG 6pryY9dKZs,Nzk",0,10-417-450-5341,1306.86,HOUSEHOLD,"cajole along the final, unusual deposits. carefully final requests affix furiously regular Tiresias. s"
1940,"Customer#000001940",oifrkx6zbYW48Kz J7NH7fobuuTF,24,34-475-738-8227,6310.63,BUILDING,ges. ruthless accounts wake furiously alongside of the slyly final packages. theodolites
1941,"Customer#000001941",1VZ zBAR35,0,10-365-133-1400,9710.06,FURNITURE,arefully blithely regular requests! f
1942,"Customer#000001942",WrM7b4Yt7BXRhbOzKOZmN2e685E,3,13-500-263-4736,-947.24,MACHINERY,ounts cajole blithely furiously express theodolites. slyly regular platelets haggle carefully
